Y,M,GDP,IP,CPI,PCE,CRB,PPI,EBP,WXR,GS1,GS2,UR,EPR
2013,2,567.9435457,541.0975157,630.1739303,608.8472558,586.0449143,619.6659522,-0.055753111,-1.42,0.17,0.25,7.7,58.6
2013,3,567.9459424,541.5180779,629.8923419,608.7156881,586.5107942,619.5190022,-0.123289507,-1.44,0.14,0.25,7.5,58.5
2013,4,567.8589885,541.4074218,629.683326,608.6374579,586.1913885,619.2736019,-0.151089304,-1.52,0.11,0.22,7.6,58.6
2013,5,567.9315005,541.4966827,629.7247321,608.7028195,585.1023645,619.5680089,-0.521090779,-1.27,0.14,0.3,7.5,58.6
2013,6,568.0873426,541.633753,629.9624901,608.9184072,584.0846684,619.6659522,-0.375230808,-0.97,0.15,0.36,7.5,58.6
2013,7,568.3387983,541.3300085,630.1580451,609.0428023,584.0141729,619.7148869,-0.029356133,-1.52,0.11,0.31,7.3,58.7
2013,8,568.7572293,541.9105482,630.3964883,609.1966002,585.0283523,619.6169915,-0.122482033,-1.67,0.13,0.39,7.2,58.7
2013,9,569.1429551,542.4399558,630.4341758,609.2359964,583.9265183,619.4699695,-0.153067738,-1.8,0.1,0.33,7.2,58.7
2013,10,569.4292373,542.3265119,630.4876846,609.4052272,581.6769966,618.7809913,-0.045163036,-1.85,0.1,0.31,7.2,58.3
2013,11,569.5816057,542.5705503,630.6719641,609.5614135,582.9831252,618.1369465,-0.017241458,-2,0.13,0.28,6.9,58.6
2013,12,569.3515037,542.7797194,630.9360323,609.7604689,581.4667745,618.533771,-0.163882272,-2.13,0.13,0.38,6.7,58.7
2014,1,568.9811036,542.4055565,631.1781559,609.9503283,581.8671294,619.4209147,-0.320354413,-2.38,0.1,0.34,6.6,58.8
2014,2,568.9725957,543.1684733,631.2881737,610.0089733,586.3272084,620.3488808,-0.226111275,-2.54,0.12,0.33,6.7,58.7
2014,3,569.3514905,544.1469079,631.4921704,610.2090901,589.366781,620.9788804,-0.292604904,-2.62,0.13,0.44,6.7,58.9
2014,4,569.8462415,544.2090081,631.6784163,610.402966,590.9084736,621.6049359,-0.373932565,-2.89,0.11,0.42,6.2,58.9
2014,5,570.3899723,544.6102558,631.8685353,610.5750943,590.2882235,621.4608098,-0.388052623,-2.99,0.1,0.37,6.3,58.9
2014,6,570.8882037,544.9541454,632.0005611,610.6877421,589.916233,621.6049359,-0.320241651,-2.89,0.11,0.47,6.1,59
2014,7,571.3299359,545.2256081,632.1130477,610.8380629,588.3795057,621.4608098,-0.327829349,-2.84,0.12,0.53,6.2,59
2014,8,571.5621531,545.0381586,632.097045,610.8254646,587.3513882,620.9788804,-0.310490097,-2.89,0.09,0.48,6.1,59
2014,9,571.6993594,545.3443627,632.1042034,610.8506597,585.2460033,620.688606,-0.222805686,-2.81,0.13,0.58,5.9,59.1
2014,10,571.7565542,545.3498986,632.0844101,610.8254646,582.1614493,619.2244507,-0.214581609,-2.8,0.11,0.5,5.7,59.3
2014,11,571.9327872,545.9611131,631.8959681,610.7488659,581.1286173,617.9877286,0.051440457,-2.77,0.13,0.47,5.8,59.2
2014,12,572.2444369,545.9517512,631.5870293,610.5954968,577.3428247,616.0273743,0.082963494,-2.42,0.25,0.67,5.6,59.3
2015,1,572.5087202,545.1823296,630.94796,610.1329965,573.8490298,613.4565387,-0.043045619,-2.27,0.18,0.47,5.7,59.3
2015,2,572.7626774,544.5552575,631.2011032,610.2977947,573.3961702,612.986687,-0.294898295,-1.97,0.22,0.63,5.5,59.2
2015,3,573.0888951,544.2143127,631.4701366,610.4895549,571.9962406,613.1957831,-0.137120153,-1.81,0.26,0.56,5.4,59.2
2015,4,573.2626245,543.6437745,631.5743298,610.5663501,573.5979578,612.8819748,-0.001395539,-1.59,0.24,0.58,5.4,59.3
2015,5,573.3544644,543.1735315,631.9035625,610.8051089,574.3257493,614.183061,0.046683081,-1.43,0.26,0.61,5.6,59.4
2015,6,573.4774279,542.874637,632.1799723,610.998802,573.9885047,614.9043408,0.144257301,-1.4,0.28,0.64,5.3,59.4
2015,7,573.6474287,543.5266443,632.3384778,611.0810073,570.8254459,614.4412583,0.205153712,-1.29,0.33,0.67,5.2,59.3
2015,8,573.6923922,543.2991081,632.3380581,611.0819746,569.8872079,613.4044428,0.403160579,-0.92,0.39,0.74,5.1,59.4
2015,9,573.7225093,543.0289175,632.1130477,610.9339556,569.1039367,611.9345999,0.532792729,-0.74,0.33,0.64,5,59.2
2015,10,573.7374383,542.5736448,632.2119467,610.9194337,567.1045716,611.0848856,0.424866173,-0.53,0.34,0.75,5,59.3
2015,11,573.7826501,541.8025393,632.3313362,610.9804161,564.2422829,610.1202485,0.506138383,0,0.51,0.94,5.1,59.4
2015,12,573.9804025,541.2733808,632.2237233,610.8990972,561.8119463,608.9284688,0.686011852,0.26,0.65,1.06,5,59.6
2016,1,574.2558995,541.8296034,632.1778683,610.9504128,564.1145972,608.4367992,0.918536634,0.4,0.47,0.76,4.8,59.7
2016,2,574.4707047,541.311203,632.0448117,610.8884428,564.2500951,607.7223142,0.943050327,0.53,0.62,0.78,4.9,59.8
2016,3,574.5344535,540.5437129,632.3578012,611.1196704,568.6265257,608.1625995,0.568705903,0.51,0.59,0.73,5,59.8
2016,4,574.6026287,540.8468061,632.7401337,611.4496207,572.6424038,608.7648481,0.223235195,0.41,0.56,0.77,5.1,59.7
2016,5,574.6652093,540.6161351,632.9762652,611.5978391,571.3313205,609.9046147,0.236578059,0.48,0.68,0.87,4.8,59.7
2016,6,574.8980913,541.0905242,633.2534768,611.7880853,571.5445763,611.1382059,0.04218739,0.42,0.45,0.58,4.9,59.7
2016,7,575.1419908,541.2530437,633.2030927,611.8293544,570.3782475,611.1914955,-0.008751143,0.47,0.5,0.67,4.8,59.8
2016,8,575.322624,541.1448264,633.3878454,611.978929,569.0443848,610.6037302,-0.016802324,0.45,0.61,0.8,4.9,59.8
2016,9,575.4971905,541.0419675,633.6498226,612.1521922,568.9748628,610.7643742,-0.083430177,0.51,0.59,0.77,5,59.7
2016,10,575.6611102,541.1269999,633.8838165,612.3728844,569.2947599,610.6573076,-0.074049967,0.52,0.66,0.86,4.9,59.7
2016,11,575.7909655,540.708549,634.0016423,612.4110513,573.4318094,610.44283,-0.743092122,0.43,0.8,1.11,4.7,59.7
2016,12,575.9959419,541.3230332,634.2537758,612.5930927,573.9341563,611.4575254,-0.246487155,0.42,0.85,1.2,4.7,59.7
2017,1,576.1431493,541.1495862,634.6572694,612.9647221,576.4018033,612.7771528,-0.192937919,0.38,0.84,1.19,4.7,59.9
2017,2,576.2437802,540.8279095,634.8164076,613.1182923,576.194047,613.2479878,-0.189397603,0.39,0.88,1.22,4.6,60
2017,3,576.3457598,541.4910317,634.7696763,613.0633379,575.7122412,613.1957831,-0.180179056,0.64,1.03,1.27,4.4,60.2
2017,4,576.5293138,542.4772425,634.8930158,613.2829747,574.3186859,613.9760213,-0.130904733,0.85,1.07,1.28,4.4,60.2
2017,5,576.707161,542.5616623,634.8155886,613.254601,576.5285534,613.8723404,-0.180915659,1.03,1.17,1.28,4.4,60.1
2017,6,577.0019862,542.7370654,634.8807293,613.3500966,579.384658,614.2864203,-0.137878118,1.06,1.24,1.38,4.3,60.1
2017,7,577.261233,542.5644578,634.91349,613.3756092,578.3044909,614.234753,-0.163972526,1.08,1.23,1.34,4.3,60.2
2017,8,577.5586298,542.1100724,635.2976131,613.6124756,576.8894858,614.3896708,-0.074249562,1.11,1.23,1.33,4.4,60.1
2017,9,577.8877842,542.2054243,635.8069537,613.9869143,575.0108764,614.9043408,-0.270131797,1.1,1.31,1.47,4.3,60.4
2017,10,578.2768812,543.4574871,635.8844277,614.1342368,575.0015227,614.9556635,-0.216980992,1.16,1.43,1.6,4.2,60.1
2017,11,578.5900009,543.6413052,636.1508743,614.3000662,575.491411,615.467434,-0.146263284,1.28,1.62,1.78,4.2,60.1
2017,12,578.8374875,543.8010176,636.3613415,614.4450578,576.1246989,615.671412,-0.205295322,1.41,1.76,1.89,4.1,60.1
2018,1,578.9843838,543.7587927,636.7391501,614.8014988,578.6342781,616.4831863,-0.402271046,1.4,1.9,2.14,4,60.1
2018,2,579.2933365,544.1151585,637.0185668,615.046165,578.6793699,617.1881249,-0.251332565,1.55,2.07,2.25,4.1,60.4
2018,3,579.4944227,544.6756897,637.0754779,615.1872964,577.1438834,617.1881249,-0.113871897,1.65,2.09,2.27,4,60.4
2018,4,579.7146855,545.7991137,637.3016006,615.3828796,579.0775483,617.6886252,-0.293519091,1.71,2.24,2.49,4,60.4
2018,5,579.9225903,544.866164,637.554334,615.572534,579.259238,619.1260738,-0.205746311,1.77,2.23,2.4,3.8,60.5
2018,6,580.2176443,545.6218362,637.6894213,615.6870781,577.4752328,619.6169915,0.017470722,1.89,2.33,2.52,4,60.5
2018,7,580.4823761,545.8230852,637.7710223,615.779359,576.0807535,619.6659522,-0.138432004,1.92,2.44,2.67,3.8,60.6
2018,8,580.7214084,546.5179498,637.9403821,615.8577284,571.1394867,619.2244507,-0.092269438,2.01,2.46,2.62,3.8,60.3
2018,9,580.8058948,546.5047972,638.1348311,616.0750002,572.0299731,619.322731,-0.185195454,2.17,2.59,2.81,3.7,60.4
2018,10,580.7897763,546.390587,638.3815151,616.245907,572.2777988,619.8126866,-0.00402471,2.3,2.69,2.87,3.8,60.5
2018,11,580.8107327,546.3066512,638.300411,616.2872117,572.2898135,618.6821769,0.133264493,2.4,2.7,2.8,3.8,60.6
2018,12,580.9536705,546.2187912,638.258447,616.3073996,570.6546225,618.0374933,0.331270861,2.53,2.63,2.48,3.9,60.6
2019,1,581.1803885,545.6388836,638.2263701,616.2945536,571.4816162,617.0877231,0.165622648,2.49,2.55,2.45,4,60.6
2019,2,581.3815822,545.1995463,638.4894202,616.4495118,571.4816162,617.1379356,0.051295871,2.46,2.54,2.52,3.8,60.7
2019,3,581.6147645,545.2815029,638.937976,616.7212545,574.530371,617.9379411,-0.141092404,2.4,2.4,2.27,3.8,60.6
2019,4,581.7498498,544.7774162,639.2873825,617.0287031,573.6998838,618.5832648,-0.022407378,2.41,2.39,2.27,3.6,60.6
2019,5,582.0448118,544.96575,639.350851,617.0979085,572.2369378,618.3851465,-0.0375025,2.41,2.21,1.95,3.7,60.6
2019,6,582.3924112,544.9825143,639.3649498,617.1697967,570.2728773,617.6886252,-0.011068269,2.19,1.92,1.75,3.6,60.7
2019,7,582.7383634,544.6000807,639.5758002,617.3143231,569.1113782,617.8881268,-0.061988781,2.17,2,1.89,3.7,60.8
2019,8,583.038899,545.2898611,639.6847685,617.348833,565.0592491,617.1379356,-0.173235693,2.02,1.76,1.5,3.7,60.8
2019,9,583.0626525,544.9690636,639.8474129,617.4169093,565.1676754,616.735522,-0.260376501,1.96,1.75,1.63,3.5,61
2019,10,583.0380059,544.1846465,640.1233414,617.6127132,565.6644142,616.8362778,-0.246667924,1.66,1.53,1.52,3.6,61
2019,11,583.308418,544.4989552,640.3108808,617.6543611,564.8756893,617.0374834,-0.198626707,1.64,1.6,1.61,3.6,61
2019,12,583.8178399,544.1705942,640.4949708,617.8957667,568.7187043,617.0374834,-0.3078565,1.61,1.59,1.58,3.6,61
2020,1,584.1194733,543.717342,640.657078,618.0834249,569.3615858,617.1881249,-0.269686203,1.63,1.45,1.33,3.5,61.1
2020,2,583.1591685,544.1122066,640.7826353,618.1969301,567.0944483,615.8749747,-0.179175256,1.41,0.97,0.86,3.5,61.1
