Y,M,GDP,IP,CPI,PCE,CRB,PPI,EBP,WXR,GS1,GS2,UR,EPR
1973,1,460.5170186,460.5170186,460.5170186,460.5170186,460.5170186,460.5170186,0.022066018,6.5,6.09,6.279,4.9,57.1
1973,2,461.4113845,461.9572178,461.217142,461.0428437,467.6071595,462.4218411,-0.009373142,7.5,6.43,6.597,5,57.5
1973,3,462.0141955,462.0003625,462.1430665,461.7468451,469.4383399,464.752943,-0.102789084,7.38,7.09,6.8679,4.9,57.8
1973,4,462.339626,461.8543069,462.8319364,462.4886535,472.7433333,465.2127147,-0.160196022,7.63,6.8,6.7019,5,57.7
1973,5,462.5219747,462.5144171,463.2885543,462.9787381,480.5573663,467.2559172,-0.061268411,8.13,7.16,6.82,4.9,57.7
1973,6,462.3211801,462.6290866,463.9696049,463.5510042,483.8693189,469.4782345,0.044557393,8.88,7.74,7.0981,4.9,58
1973,7,461.9690418,463.0048245,463.9696049,463.9138572,496.5292524,468.1507792,-0.326373188,11.22,8.87,8.0664,4.8,57.9
1973,8,461.6640594,462.8622322,465.7633785,465.0570611,500.0047974,473.779971,-0.181771927,11.22,8.47,7.6208,4.8,57.8
1973,9,461.9596541,463.646641,466.2068344,465.455979,496.4779835,472.0814225,-0.349992411,10.82,7.5,6.8676,4.8,57.9
1973,10,462.6615258,464.450022,467.0878991,466.0184085,492.5559122,471.2212007,0.151261936,10.61,7.21,6.751,4.6,58.1
1973,11,463.0733302,464.9119509,467.7436427,466.8357075,494.9796346,471.6522366,0.07550975,10.34,7.28,6.8125,4.8,58.2
1973,12,462.6812384,464.6271725,468.6113196,467.6545005,501.9656445,473.5692268,0.023236025,9.83,7.3,6.7885,4.9,58.2
1974,1,462.1223855,463.9618375,469.6854436,468.6073907,507.3979127,476.8890304,-0.023526579,9.31,7.12,6.7347,5.1,58.2
1974,2,461.7916164,463.666207,470.7481528,469.766012,516.9498271,478.9093043,0.167358559,8.87,7.16,6.815,5.2,58.2
1974,3,461.9075584,463.6664202,471.799687,470.9192216,514.281873,480.1021633,-0.087488845,9.95,8.36,7.7276,5.1,58.2
1974,4,462.1298694,463.3743163,472.4253443,471.623524,512.7247481,480.889562,0.066267478,11,8.99,8.3138,5.1,58
1974,5,462.3754351,464.1682909,473.4594795,472.6051617,507.1216694,482.4460162,0.075473141,11.64,8.71,8.0729,5.1,58
1974,6,462.0254996,463.9819988,474.2791578,473.4471695,511.6289668,482.8313737,0.666169254,13.31,8.87,8.3018,5.4,58
1974,7,461.4968083,464.1577908,474.8895308,474.1833768,521.2841114,486.6054048,1.213343806,12.06,9,8.5251,5.5,58
1974,8,461.0800648,463.094397,476.0992297,475.2231078,515.6882461,490.0634399,0.807879986,11.6,9.73,8.7922,5.5,57.8
1974,9,461.094084,463.1085465,477.4922834,476.2558562,512.8118941,490.0634399,0.897554439,11.11,8.21,7.9713,5.9,57.7
1974,10,461.2812131,462.7964021,478.2796906,476.9717462,512.3754028,491.8365388,1.058876065,9.66,7.93,7.7712,6,57.6
1974,11,460.9756137,459.4476916,479.2553079,477.7192386,510.0296435,492.7114328,1.000901374,9.47,7.66,7.4012,6.6,57.3
1974,12,460.2423743,455.8042834,480.0290077,478.5048761,502.8837471,492.5370609,1.161032478,3.87,7.35,7.1538,7.2,56.9
1975,1,459.9170579,454.4148248,480.7967673,479.1253575,500.4986255,492.7114328,0.40141818,6.76,6.36,6.67,8.1,56.4
1975,2,459.5491471,452.107517,481.3687372,479.6664791,498.5085101,492.3623917,0.40464313,6.07,6.01,6.2788,8.1,56.1
1975,3,459.3504504,450.9924894,481.7482491,480.0041004,499.4089664,491.8365388,0.586769244,5.39,6.36,6.7571,8.6,56
1975,4,459.8236144,451.1747134,482.126318,480.3441615,498.4582462,492.8854939,0.2240177,7.03,6.88,7.412,8.8,55.9
1975,5,460.2948284,450.8933807,482.3148179,480.7400329,495.187643,493.5787387,0.339801202,5.23,6.08,6.7811,9,56
1975,6,460.8277867,451.5376651,483.0652919,481.3645239,493.8277894,493.7513051,0.236157756,5.97,6.85,7.1349,8.8,55.8
1975,7,461.4796362,452.5516403,483.995531,482.220391,499.6576609,494.9509751,0.356871252,6.23,7.38,7.5714,8.6,56
1975,8,462.031782,453.5303897,484.365214,482.6508268,503.1239586,495.4607441,0.109874704,6.13,7.56,7.6802,8.4,56.1
1975,9,462.5114843,454.8070594,485.1005129,483.145464,501.86851,496.1364234,0.281356254,6.22,7.83,7.9481,8.4,56.1
1975,10,462.8363498,455.2362799,485.6484625,483.7240733,497.6505689,496.807568,0.096663487,5.65,6.27,6.9265,8.4,56.1
1975,11,463.2007539,455.3779834,486.37442,484.3645916,494.3006035,496.3046358,0.164060858,5.29,6.68,7.1416,8.3,56
1975,12,463.9896856,456.7346608,486.9154445,484.9157234,492.9816712,496.6402071,-0.045182455,5.37,6.16,6.6944,8.2,56.1
1976,1,464.9855362,458.0603993,487.2745159,485.2973413,493.1938729,496.9746492,-0.153881716,4.84,5.65,6.4029,7.9,56.4
1976,2,465.6843557,459.0702735,487.4535654,485.4230888,495.8090847,496.9746492,-0.061880686,4.89,6.21,6.7378,7.7,56.5
1976,3,466.000616,459.2643251,487.6322949,485.5724214,497.6505689,497.1414586,-0.108237447,5.07,6.11,6.6315,7.6,56.7
1976,4,466.1469313,459.776161,487.8107055,485.799393,500.5970992,498.1364933,-0.050748594,5.1,6.14,6.582,7.7,56.8
1976,5,466.2683163,460.1789177,488.3440431,486.2787355,500.3013868,498.4659834,-0.11233801,5.67,6.75,7.2011,7.4,57
1976,6,466.4422781,460.3060663,488.8745512,486.7122135,504.3164364,499.1217177,-0.045126611,5.71,6.46,7.02,7.6,56.8
1976,7,466.6507265,460.8356704,489.4022523,487.2172371,505.2133034,499.7731868,-0.085879423,5.32,6.12,6.74,7.8,57
1976,8,466.8324535,461.5366526,489.9271908,487.7661841,501.4302332,499.4479828,-0.146906347,5.31,5.9,6.5,7.8,57
1976,9,467.0157469,461.852738,490.4493807,488.3286351,498.9097143,500.0973368,-0.195475114,5.31,5.78,6.33,7.6,56.9
1976,10,467.1015709,461.8348371,490.9688653,488.8518431,496.1183633,500.2590219,-0.116380776,5.02,5.5,6.03,7.7,56.9
1976,11,467.5344138,463.3555776,491.3136902,489.3037391,497.6505689,500.4204393,-0.369637032,4.69,4.95,5.42,7.8,57
1976,12,468.0275882,464.412067,491.8287156,489.8608833,499.9552802,501.2236545,-0.027600251,4.17,4.86,5.34,7.8,57
1977,1,468.0864655,463.7376161,492.3411022,490.440781,504.6477976,501.7025102,-0.308590168,4.65,5.56,6.18,7.5,57
1977,2,468.7182266,465.3263727,493.3580585,491.2194706,505.0722265,502.810992,-0.198822836,4.73,5.56,6.08,7.6,57.2
1977,3,469.3712422,466.5700968,493.8626809,491.7214329,508.1764831,503.7514393,-0.167584392,4.72,5.4,6.01,7.4,57.4
1977,4,469.9501112,467.5352004,494.531581,492.3001833,508.9490387,504.9917672,-0.251319643,5.12,5.6,6.14,7.2,57.6
1977,5,470.5971693,468.3164582,494.8643642,492.8062271,506.4741186,505.4529493,-0.25872566,5.47,5.86,6.18,7,57.8
1977,6,471.3879231,469.0666641,495.3614612,493.36307,502.3048743,505.1457289,-0.273013167,5.64,5.72,6.08,7.2,57.9
1977,7,472.0717366,469.1963197,495.8561063,493.8825029,500.7446281,505.2994538,-0.185558536,5.86,6.22,6.5,6.9,57.8
1977,8,472.5469521,469.2994233,496.3483098,494.3464547,499.4587548,505.1457289,-0.175826495,6.03,6.36,6.59,7,58
1977,9,472.6635642,469.7126475,496.6751116,494.721643,499.9552802,505.6062031,-0.145722986,6.46,6.66,6.82,6.8,58.1
1977,10,472.5590106,469.8586118,497.163317,495.1848025,499.9552802,506.0645729,-0.133282926,6.6,7.05,7.23,6.8,58.2
1977,11,472.4187196,470.0464457,497.8105629,495.7592259,503.6026575,506.3689877,-0.139671312,6.56,6.92,7.11,6.8,58.6
1977,12,472.307585,470.1939936,498.2932696,496.2420135,505.4010969,506.9750511,-0.325358493,6.53,6.98,7.22,6.4,58.7
1978,1,471.8190836,468.7531803,498.933273,496.8316207,508.1308523,507.877308,-0.328278482,6.79,7.26,7.47,6.4,58.8
1978,2,472.4980819,469.2927735,499.4105968,497.2941873,508.5862265,508.9197645,-0.342253936,6.83,7.32,7.57,6.3,58.8
1978,3,473.9033618,471.2005603,500.0435115,497.9406031,512.1125905,509.8047213,-0.341149186,6.97,7.48,7.7,6.3,58.8
1978,4,475.6182959,473.1600261,500.8290614,498.6959556,511.0100435,511.1176495,-0.287958931,7.25,7.7,7.97,6.1,59.2
1978,5,476.6585432,473.6499719,501.7636462,499.407262,513.8517648,511.8396785,-0.247420311,7.43,7.94,8.12,6,59.3
1978,6,477.2410852,474.2888389,502.5358507,500.057809,512.9859585,512.5565256,-0.454194525,8.01,8.38,8.48,5.9,59.5
1978,7,477.2341612,474.2018409,503.3021379,500.6049864,512.550228,513.1263286,-0.366601298,8,8.33,8.47,6.2,59.3
1978,8,477.4594595,474.6209399,503.910969,501.1085459,517.0751143,513.1263286,-0.379019883,8.4,8.48,8.46,5.9,59.4
1978,9,477.8181125,474.8637343,504.8173182,501.6760033,518.9358254,513.9749914,-0.322919832,8.9,8.81,8.7,6,59.5
1978,10,478.41258,475.6399173,505.7155328,502.4667908,523.8908941,515.0954472,-0.491537659,9.35,9.92,9.49,5.8,59.7
1978,11,478.9262297,476.4006357,506.3098893,503.0351643,521.4839916,515.5124076,-0.257847738,9.94,10.09,9.55,5.9,59.8
1978,12,479.168008,476.9154302,506.9007279,503.5011499,521.4440475,516.341143,-0.388224501,10.84,10.57,9.98,6,59.8
1979,1,478.9534195,476.3561177,507.7805038,504.2523743,525.0536979,517.8428772,-0.260530562,10.57,10.13,9.64,5.9,59.9
1979,2,478.9286365,476.8563053,508.7972129,504.7855353,529.3530025,519.3223926,-0.325984552,10.24,10.33,9.89,5.9,60.1
1979,3,479.1604537,477.158295,509.8036889,505.5633134,531.8321671,520.516832,-0.190420272,10.07,10.17,9.72,5.8,60
1979,4,478.7453588,475.9761197,510.800142,506.5992735,531.5436707,521.9575899,-0.23985939,10.43,10.29,9.91,5.8,59.8
1979,5,479.1765129,476.8493752,511.9269107,507.6300555,531.7961505,522.7347972,-0.269204116,10.31,9.91,9.56,5.6,59.8
1979,6,479.4353289,476.8505302,513.0411305,508.4508796,533.1201992,523.3778845,-0.189382917,10.54,9.4,8.97,5.7,59.9
1979,7,479.725812,476.6945524,514.1430722,509.2114815,531.8681707,524.9046342,-0.263759707,10.81,9.75,9.31,5.7,60
1979,8,479.8901964,476.0445005,515.0974056,509.9743128,533.2977876,525.4084091,-0.340835496,11.29,10.4,9.84,6,59.8
1979,9,479.9597699,476.0342087,516.0427231,510.852602,532.4424723,527.0283823,-0.154634362,12.16,10.8,10.1,5.9,60
1979,10,480.0291783,476.7259953,517.1122484,511.6631748,531.9761038,528.5008039,-0.698723594,14.82,12.89,12.06,6,59.9
1979,11,480.0435051,476.5657689,518.1704615,512.355723,533.7580468,529.1079688,-0.143627375,13.96,11.88,11.33,5.9,60
1979,12,480.2512892,476.6397397,519.347716,513.1928488,535.3003137,530.0718332,0.108349031,14.77,11.7,11.23,6,60.1
1980,1,480.6090699,477.1602169,520.7680097,514.2345955,535.4740756,532.2071441,-0.080377191,13.4,12.4,11.75,6.3,60
1980,2,480.6159288,477.2028467,522.041912,515.3134704,537.6040084,534.1828047,-0.416024375,16.33,15.45,14.73,6.3,60
1980,3,480.0347249,476.7772932,523.4247109,516.532737,532.9422948,534.8708819,0.254919089,19.85,15.8,14.63,6.3,59.7
1980,4,479.0541379,474.7847093,524.4185099,517.0539448,529.2791473,535.2131508,-0.481426612,14.64,11.12,10.81,6.9,59.4
1980,5,478.142471,472.2941399,525.4025244,517.8282429,526.5833644,535.7810148,-0.063201913,11.06,8.83,9.25,7.5,59.1
1980,6,477.789463,471.0103911,526.3769554,518.4575548,527.188739,536.232989,-0.237875543,10.44,8.49,8.97,7.6,58.9
1980,7,477.8239648,470.2866063,526.4980931,519.2307918,533.3687347,538.020749,-0.022427327,9.93,9.36,9.72,7.8,58.8
1980,8,478.1106844,470.6062032,527.2218638,520.060569,535.8898767,539.3408977,-0.074119218,10.74,11.15,11.36,7.7,58.8
1980,9,478.6896279,472.2572349,528.0596882,520.9811564,537.0244943,539.5592388,-0.080834729,13.19,12.29,12.13,7.5,58.9
1980,10,479.2728247,473.5187938,529.0086889,521.7800726,539.5896029,540.7516645,-0.141800515,13.77,13.78,13.08,7.5,58.9
1980,11,479.9663408,475.1702289,530.0656529,522.5913918,538.8202397,541.1817734,0.278650035,18.56,15.13,14.13,7.5,59
1980,12,480.9092584,475.8512711,530.995894,523.2380695,533.8992399,541.8234878,0.065458055,22,13.86,13.06,7.2,59
1981,1,481.8246574,475.2168491,531.9175613,524.1945461,531.2905517,543.3049944,0.351789241,17.25,14,13.26,7.5,59.1
1981,2,482.1851803,474.8043717,532.8308066,525.2013132,531.1093594,544.2459355,0.085818898,15.53,14.59,14.08,7.4,59.2
1981,3,481.9348217,475.3051253,533.5103147,525.8948482,531.1818758,545.178101,-0.048035094,14.63,13.05,13.17,7.4,59.4
1981,4,481.3613223,474.865311,534.0730622,526.3312431,530.6731537,546.2037484,0.49336229,18.92,15.33,14.84,7.2,59.6
1981,5,481.0240523,475.4382808,534.7442046,526.7792126,529.6846778,546.5094059,0.336124564,17.56,14.81,14.4,7.5,59.5
1981,6,481.3206916,475.9660094,535.6321098,527.1759816,527.4524423,546.7126583,0.401996037,18.64,14.87,14.66,7.5,59
1981,7,482.0895464,476.5991851,536.7310218,527.7782053,531.5436707,547.2189872,0.397024456,17.46,16.12,15.84,7.2,59.1
1981,8,482.6064048,476.4764678,537.4931403,528.4011372,528.2394053,547.2189872,0.273757301,16.83,16.97,16.73,7.4,59.1
1981,9,482.567071,475.9871885,538.4645464,529.0048322,526.2792973,547.0167623,0.378541041,16.58,16.64,16.69,7.6,58.7
1981,10,482.0888682,475.21078,538.7862597,529.4563229,523.812891,547.1179238,0.607847531,14.44,14.31,14.59,7.9,58.8
1981,11,481.3912688,474.0495955,539.2136117,529.9928218,522.7538499,547.0167623,0.224154785,12.44,11.82,12.36,8.3,58.6
1981,12,480.4816242,472.9807632,539.5329325,530.3012029,521.3241194,547.0167623,0.58491589,13.13,13.35,13.63,8.5,58.2
1982,1,479.553589,470.9067932,539.8512324,530.8935692,524.0077848,547.9235689,0.750238477,14.21,14.04,14.24,8.6,58.2
1982,2,479.8045483,472.9282836,540.1685268,531.1927428,520.8027627,548.0238218,0.501186958,13.74,14.27,14.44,8.9,58.2
1982,3,479.8819959,472.2425082,540.1685268,531.4503019,519.8736508,547.8232196,0.916457575,16.8,14.3,14.52,9,58.1
1982,4,480.0740485,471.3213769,540.4848177,531.5017342,520.3190858,547.8232196,0.825542237,15.28,13.67,13.99,9.3,57.9
1982,5,480.3219173,470.6388063,541.427723,532.0913197,519.5077224,548.0238218,0.745225904,13.38,12.93,13.62,9.4,58.2
1982,6,480.2116544,470.3927055,542.568226,532.8149821,516.9916069,548.2240224,0.722292248,14.58,14.34,14.66,9.6,57.8
1982,7,480.0195219,470.0338719,543.0823659,533.4053024,517.9891215,548.623221,0.674740552,11.41,12.56,13.17,9.8,57.7
1982,8,479.7124405,469.1443107,543.2872822,533.7159258,516.9498271,548.5235717,0.05506876,10.63,11.13,11.99,9.8,57.8
1982,9,479.7207657,468.8805295,543.2872822,533.9921583,514.9235864,548.2240224,0.484368389,12.17,10.26,11.23,10.1,57.6
1982,10,479.6790984,467.9235372,543.6958638,534.552733,513.5063413,548.4238188,0.261307748,9.41,9.21,9.85,10.4,57.4
1982,11,479.8509537,467.5990467,543.5938759,534.8515349,511.4966625,548.5235717,0.492744349,8.93,9.38,9.96,10.8,57.3
1982,12,480.0451237,466.8807019,543.2872822,535.0026694,511.8490858,548.7227753,0.651069641,11.2,8.68,9.48,10.8,57.2
1983,1,480.71495,468.7176626,543.4917795,535.4691178,515.0514364,548.4238188,0.266890437,8.56,8.91,9.58,10.4,57.2
1983,2,481.0049968,468.1190322,543.5938759,535.6378281,517.8649749,548.7227753,0.196910755,8.53,8.61,9.31,10.4,57.1
1983,3,481.7716901,468.9422636,543.6958638,535.7672477,520.4805715,548.623221,0.106449396,10.81,9.34,9.87,10.3,57.1
1983,4,482.6009074,470.1783426,544.4068857,536.221981,521.4040874,548.623221,0.027044342,8.84,8.75,9.35,10.2,57.3
1983,5,483.4180799,470.811262,544.8109275,536.5056527,520.5612167,549.0208365,-0.180561072,8.94,9.48,10.02,10.1,57.3
1983,6,484.1948951,471.4052214,545.01234,536.8778952,520.2382451,549.2190529,-0.019403506,10.06,9.7,10.23,10.1,57.8
1983,7,484.7756432,472.8823867,545.4139435,537.4387224,523.8519001,549.5156449,-0.160091484,9.52,10.48,11.03,9.4,58.1
1983,8,485.2806855,474.0719791,545.7140954,537.8678408,530.3812892,550.0080129,-0.216697534,9.59,10.59,11.18,9.5,58.2
1983,9,486.0752361,475.5109381,546.0133492,538.2150252,527.7904708,550.2042841,-0.127259756,10.59,9.89,10.53,9.2,58.4
1983,10,486.7947369,476.2848408,546.4109605,538.3871703,527.6779215,550.4001709,-0.113959129,9.43,9.82,10.61,8.8,58.4
1983,11,487.4378983,476.7257998,546.7081392,538.5270634,528.6863334,550.3022734,-0.01775585,9.34,9.98,10.67,8.5,58.7
1983,12,488.0719301,477.2122573,547.0044374,538.5829676,531.8681707,550.4979685,0.049237468,9.92,10.08,10.85,8.3,58.8
1984,1,488.7974511,479.1889475,547.692399,539.0171536,532.9422948,551.0827665,-0.033301849,9.35,9.85,10.58,8,58.8
1984,2,489.4010492,479.6424229,548.1809197,539.6866341,532.6926959,551.3738859,-0.121866735,9.45,10.21,10.99,7.8,59.1
1984,3,489.8961005,480.1192129,548.4728923,540.0157679,535.543496,552.0498935,-0.028416852,10.24,10.8,11.6,7.8,59.1
1984,4,490.5089912,480.7098436,548.8608622,540.3947971,534.6722586,552.1460918,0.039886525,10.9,11.11,11.89,7.7,59.3
1984,5,491.1157433,481.2468705,549.0542883,540.5201716,536.5103544,552.2421976,-0.367103725,10.81,12.15,13,7.4,59.7
1984,6,491.5910549,481.5950831,549.2473369,540.6981664,535.0913999,552.1460918,-0.110129377,10.85,12.3,13.17,7.2,59.9
1984,7,491.8496041,481.8844001,549.6323237,541.0551525,529.7582343,552.3382151,-0.187446796,11.83,11.86,12.57,7.5,59.8
1984,8,492.0554238,482.0061541,549.9200953,541.362347,531.50755,551.9535986,0.155983701,11.64,11.96,12.54,7.5,59.6
1984,9,492.1859162,481.7164535,550.207037,541.4981465,527.9403396,551.5674972,-0.069126753,11.23,11.43,12.07,7.3,59.7
1984,10,492.4605621,481.6839681,550.5883538,541.7343807,527.7904708,551.5674972,-0.215721127,9.99,10.26,11.09,7.4,59.7
1984,11,492.8765504,482.0178576,550.7784703,541.8735416,528.4258681,551.8572149,-0.15366037,8.92,9.71,10.5,7.2,59.8
1984,12,493.2013324,482.0723645,550.9682221,542.1551253,524.1634269,551.6641644,-0.016978277,8.74,9.22,10.02,7.3,59.9
1985,1,493.4935978,482.0015804,551.1576144,542.6546276,524.046718,551.5674972,-0.1361764,8.73,9.09,9.9,7.3,59.9
1985,2,493.802381,482.3055939,551.7236568,543.1173169,522.081246,551.4707404,-0.201743507,8.74,9.72,10.66,7.2,60
1985,3,494.1331702,482.4530671,552.1929208,543.5075977,524.0077848,551.2769416,0.036855223,8.58,9.49,10.43,7.2,60.2
1985,4,494.2919237,482.2442777,552.38001,543.6537991,522.9508167,551.4707404,-0.11039618,8.58,8.99,9.91,7.3,60.1
1985,5,494.689745,482.4031461,552.5667498,543.8906836,520.0358568,551.6641644,-0.318865645,7.64,7.98,8.92,7.2,60.1
1985,6,495.0717479,482.3479109,552.8462112,544.1609895,518.3194273,551.4707404,0.018416699,7.95,7.71,8.67,7.4,59.8
1985,7,495.6456801,481.832546,553.0320833,544.4060948,516.2368864,551.3738859,-0.024410335,8.61,8.12,9.01,7.4,59.9
1985,8,496.3103114,482.1617367,553.2176144,544.7369715,514.3247822,550.8882136,0.024326978,7.8,8.03,8.96,7.1,60
1985,9,496.6314476,482.5328245,553.4027981,544.905748,512.7247481,550.3022734,0.088365361,8.84,7.99,8.88,7.1,60.3
1985,10,496.6552375,482.19042,553.7721436,545.0723683,513.0294273,551.0827665,0.195991642,8.08,7.92,8.7,7.1,60.3
1985,11,496.8864876,482.5280903,554.2319145,545.3618898,514.4533996,551.5674972,0.18281105,8.54,7.85,8.46,7,60.4
1985,12,497.2627302,483.5341306,554.6895811,545.698921,515.8573793,551.7607342,-0.029884047,13.46,7.6,7.98,7,60.4
1986,1,497.8067291,484.0476352,555.054213,546.1570182,513.6792022,551.3738859,0.230999808,8.09,7.57,7.99,6.7,60.6
1986,2,497.8849812,483.3626161,554.8720652,546.1570182,510.1639018,549.9097306,-0.200805229,7.95,7.43,7.71,7.2,60.3
1986,3,497.8936242,482.6392373,554.3236147,545.9384345,506.752154,548.5235717,0.577289044,8.06,6.72,6.92,7.2,60.5
1986,4,498.1353964,482.755537,553.9563041,545.7323767,506.1021981,547.8232196,0.518184871,7.05,6.54,6.83,7.1,60.5
1986,5,498.2762099,482.948577,554.2319145,545.9161765,506.2883313,548.2240224,0.01482247,6.84,6.88,7.36,7.2,60.5
1986,6,498.5232393,482.5641209,554.598216,546.2864643,508.677053,548.1239701,0.075050109,7.72,6.41,6.81,7.2,60.7
1986,7,498.9342839,483.1729019,554.6895811,546.3123334,508.8131383,547.6222142,0.719066418,6.35,6.2,6.57,7,60.8
1986,8,499.2487537,483.0072909,554.7808628,546.4378859,503.4114528,547.5215577,0.693206752,5.77,5.52,5.94,6.9,60.8
1986,9,499.6012485,483.2753945,555.1451627,546.7639589,508.2220932,547.6222142,0.317218148,6.9,5.82,6.38,7,60.8
1986,10,499.6075612,483.6983407,555.3268181,546.9440412,511.302299,547.9235689,0.524427928,5.93,5.73,6.26,7,60.9
1986,11,499.7047069,484.0885026,555.5081402,547.1219659,512.2177983,548.0238218,0.614038058,6.03,5.76,6.21,6.9,60.9
1986,12,500.0760396,485.0534928,555.869805,547.2574913,512.2572227,547.9235689,0.652523005,14.35,5.95,6.35,6.6,61
1987,1,500.000218,484.6654748,556.4098594,547.7230956,512.7465417,548.7227753,0.520962293,6.28,5.93,6.33,6.6,61
1987,2,500.6377269,485.9964253,556.7682835,548.0740585,511.1828431,549.2190529,0.56832266,6.02,5.9,6.35,6.6,61.1
1987,3,500.973289,486.1259187,557.1254274,548.3369276,512.0731091,549.4168772,0.457285939,6.23,6.15,6.54,6.6,61.2
1987,4,501.3366973,486.7666903,557.5700701,548.7091974,517.0333693,550.1061946,-0.272305961,7.63,6.62,7.38,6.3,61.3
1987,5,501.6450089,487.3922847,557.8359076,548.9632113,521.0036063,550.790797,0.184818121,6.63,6.88,7.69,6.3,61.6
1987,6,501.8404367,487.9284836,558.2774093,549.3421255,522.0693358,551.1798991,0.171891875,6.56,6.77,7.48,6.2,61.4
1987,7,502.0739155,488.6013653,558.5413793,549.5712905,522.4299822,551.6641644,0.25493681,6.75,6.89,7.63,6.1,61.6
1987,8,502.3503115,489.3490055,558.9797841,549.9657256,523.1238271,551.9535986,0.273701969,6.95,7.23,7.97,6,61.8
1987,9,502.9868614,489.7257317,559.3291301,550.3018171,523.3357498,551.8572149,0.247002311,8.38,7.92,8.6,5.9,61.6
1987,10,503.768557,491.0631443,559.5903383,550.6190882,522.8523818,552.2421976,-0.651956743,6.62,6.75,7.58,6,61.8
1987,11,504.255948,491.5677739,559.9375615,550.8100301,523.0688108,552.3382151,0.253036217,7.19,7,7.73,5.8,61.9
1987,12,504.4770407,492.1269293,560.1107239,550.9935555,524.5553484,552.3382151,-0.00334509,6.89,7.1,7.77,5.7,62
1988,1,504.3655743,492.10295,560.4561444,551.3824313,524.8183537,552.721358,-0.138011431,6.79,6.66,7.22,5.7,62
1988,2,504.5989883,492.6059857,560.6284119,551.5280901,524.0856361,552.9123803,0.202374318,6.67,6.63,7.13,5.7,62.1
1988,3,505.0802431,492.8205189,560.8862525,551.8729631,525.7066674,553.0077528,-0.069062125,6.83,6.76,7.41,5.7,61.9
1988,4,505.6216217,493.398043,561.485315,552.3576239,526.5833644,553.8620526,-0.00042,6.98,7.14,7.73,5.4,62.2
1988,5,506.0200702,493.2146839,561.7409585,552.6476439,529.960236,554.5215022,0.077186534,7.48,7.66,8.21,5.6,62
1988,6,506.3097519,493.4829122,562.1655875,553.0733276,533.9873845,555.1766276,0.17783253,8.27,7.5,8.02,5.4,62.3
1988,7,506.3504028,493.5016664,562.588421,553.5573742,531.4425,555.8274891,-0.107652187,7.84,7.9,8.39,5.4,62.3
1988,8,506.5107922,494.0099089,563.0094742,553.8542199,531.4099591,555.9201228,0.109949798,8.14,8.28,8.71,5.6,62.4
1988,9,506.8395318,493.6882469,563.428762,554.339625,529.7141069,556.0126746,0.272807497,8.54,8.13,8.43,5.4,62.4
1988,10,507.3691166,494.1244058,563.7629317,554.6647574,530.6840821,556.105137,0.426009278,8.39,8.06,8.25,5.4,62.5
1988,11,507.8733873,494.3759822,564.0959885,554.8973161,530.5601573,556.1975179,0.294296565,8.5,8.62,8.84,5.3,62.7
1988,12,508.4213829,494.8078736,564.4279397,555.208812,534.198615,556.8417898,0.436944134,9.04,9.02,9.14,5.3,62.6
1989,1,508.7713083,495.1184113,564.8413341,555.7196565,535.0321283,558.208554,0.456473439,9.14,9.04,9.12,5.4,62.9
1989,2,508.845189,494.6761015,565.1708244,556.0520733,535.1993932,558.4796779,0.300864959,9.87,9.4,9.55,5.2,62.9
1989,3,509.0735893,494.9331996,565.6630313,556.4234734,534.4690421,559.1094624,0.530647547,9.79,9.64,9.73,5,62.9
1989,4,509.4249959,494.9015248,566.3968305,557.087542,533.5812747,559.8243869,0.632038037,9.82,9.12,9.22,5.2,62.9
1989,5,509.6271441,494.3480019,566.8830544,557.4518156,532.7034057,560.6226168,0.448748781,10.48,8.86,8.82,5.2,62.9
1989,6,509.915399,494.3358735,567.2058963,557.6713962,533.5741973,560.3572487,0.718376582,9.63,8.12,8.08,5.3,63
1989,7,510.0837672,493.3670157,567.5276993,557.9102384,531.6591691,560.2686372,0.949990814,8.94,7.65,7.53,5.2,63
1989,8,510.5542168,494.3501051,567.5276993,557.9217544,531.947333,559.5568893,0.702789744,8.92,8.28,8.42,5.2,63.1
1989,9,510.5406772,494.0077985,567.7683712,558.1435879,530.7059352,559.9133965,0.698628637,9.24,8.48,8.46,5.3,62.8
1989,10,510.4052351,493.8967348,568.2479877,558.5334768,529.1386719,560.2686372,0.609164409,8.89,7.88,7.85,5.3,62.9
1989,11,510.5323618,494.2272795,568.6459223,558.7523265,527.3771694,560.1799434,0.673441328,8.6,7.72,7.75,5.4,63
1989,12,510.8290984,494.7982141,568.9631284,559.0406738,525.4766941,560.4457854,0.580994698,7.97,7.76,7.87,5.4,63
1990,1,511.2593171,494.2606315,569.9087638,559.7958704,525.4037588,562.1132192,0.318130571,7.95,8.08,8.28,5.4,63.2
1990,2,511.7420313,495.1702366,570.3001536,560.2356579,526.7729379,561.6771098,0.429063281,7.8,8.12,8.43,5.3,63.2
1990,3,512.0218635,495.6534906,570.7678077,560.6110879,529.5005496,561.5021313,0.460477333,7.95,8.35,8.64,5.2,63.2
1990,4,511.9231827,495.4390322,571.0008188,560.820649,530.1471828,561.414529,0.204966783,8.14,8.58,8.96,5.4,63
1990,5,512.017462,495.7256177,571.1558562,561.045717,532.0982873,561.8517826,0.099346019,7.77,8.22,8.5,5.4,63.1
1990,6,512.164352,496.048114,571.77362,561.4864044,531.7565173,561.5896606,0.150630513,7.67,8.05,8.24,5.2,62.9
